Epoch,Loss,Accuracy
1,2.7411890029907227,0.2529296875
2,2.0135297775268555,0.4248046875
3,1.6986461877822876,0.53125
4,1.535590648651123,0.55078125
5,1.4093012809753418,0.5751953125
6,1.3255419731140137,0.5771484375
7,1.232743740081787,0.6220703125
8,1.1494066715240479,0.654296875
9,1.1177444458007812,0.6513671875
10,1.0517563819885254,0.6513671875
11,1.0021412372589111,0.677734375
12,0.9602940082550049,0.6953125
13,0.9429669380187988,0.701171875
14,0.9207272529602051,0.705078125
15,0.8712027072906494,0.7138671875
16,0.8523962497711182,0.734375
17,0.8377313613891602,0.7333984375
18,0.8030503988265991,0.7236328125
19,0.8228753209114075,0.7353515625
20,0.8086479902267456,0.7392578125
21,0.7753173112869263,0.74609375
22,0.7461118698120117,0.7451171875
23,0.7319667935371399,0.7666015625
24,0.7341665029525757,0.7568359375
25,0.7017334699630737,0.7646484375
26,0.69786536693573,0.76953125
27,0.6869046092033386,0.78515625
28,0.6772019863128662,0.7841796875
29,0.6466547250747681,0.775390625
30,0.6278677582740784,0.794921875
31,0.6287573575973511,0.7919921875
32,0.6345015168190002,0.7978515625
33,0.6211657524108887,0.798828125
34,0.5991286635398865,0.810546875
35,0.5791922807693481,0.80859375
36,0.5652819275856018,0.806640625
37,0.5541077852249146,0.818359375
38,0.5677518844604492,0.818359375
39,0.5507247447967529,0.80859375
40,0.5510112643241882,0.8193359375
41,0.5371664762496948,0.818359375
42,0.5143194794654846,0.826171875
43,0.5204522609710693,0.830078125
44,0.4892108738422394,0.833984375
45,0.49299395084381104,0.845703125
46,0.5068480372428894,0.841796875
47,0.471855103969574,0.8447265625
48,0.483320415019989,0.8291015625
49,0.4517095685005188,0.85546875
50,0.4692527651786804,0.853515625
51,0.42967185378074646,0.859375
52,0.4156237840652466,0.8642578125
53,0.4335767328739166,0.861328125
54,0.4429526925086975,0.8466796875
55,0.41102445125579834,0.8623046875
56,0.4069164991378784,0.8603515625
57,0.3941522240638733,0.86328125
58,0.3938451409339905,0.8671875
59,0.36678624153137207,0.876953125
60,0.39700835943222046,0.8740234375
61,0.3751390874385834,0.8759765625
62,0.3491921126842499,0.876953125
63,0.37291741371154785,0.8720703125
64,0.340349406003952,0.8837890625
65,0.3762527108192444,0.8779296875
66,0.3610244393348694,0.87109375
67,0.3605734705924988,0.8720703125
68,0.33671796321868896,0.884765625
69,0.3353036642074585,0.88671875
70,0.3567465543746948,0.8818359375
71,0.3740682899951935,0.87890625
72,0.32526111602783203,0.8828125
73,0.31823277473449707,0.8916015625
74,0.31599995493888855,0.8974609375
75,0.3162275552749634,0.8994140625
76,0.3670539855957031,0.892578125
77,0.3008783459663391,0.8994140625
78,0.30344492197036743,0.9052734375
79,0.3104497194290161,0.8916015625
80,0.32803910970687866,0.888671875
81,0.29075002670288086,0.8994140625
82,0.30888229608535767,0.8955078125
83,0.28504231572151184,0.916015625
84,0.32837894558906555,0.8916015625
85,0.2571491003036499,0.91796875
86,0.29063642024993896,0.9033203125
87,0.2873137593269348,0.8974609375
88,0.2529918849468231,0.912109375
89,0.28181982040405273,0.9013671875
90,0.29924276471138,0.896484375
