Epoch,Loss,Accuracy
1,0.26855194568634033,0.9111328125
2,0.28901392221450806,0.9013671875
3,0.3020302653312683,0.896484375
4,0.29249700903892517,0.904296875
5,0.25446775555610657,0.916015625
6,0.2554436922073364,0.9140625
7,0.2821570038795471,0.9091796875
8,0.275870144367218,0.8984375
9,0.2705846428871155,0.91015625
10,0.2726656198501587,0.90625
11,0.28967154026031494,0.90234375
12,0.2545348107814789,0.916015625
13,0.26189762353897095,0.921875
14,0.24739056825637817,0.9111328125
15,0.24522057175636292,0.9169921875
16,0.23147501051425934,0.9208984375
17,0.27688324451446533,0.9091796875
18,0.24911031126976013,0.9248046875
19,0.2501536011695862,0.9208984375
20,0.24517032504081726,0.9248046875
21,0.24184343218803406,0.921875
22,0.2503387928009033,0.916015625
23,0.2673015594482422,0.919921875
24,0.2571311295032501,0.9150390625
25,0.28150588274002075,0.9072265625
26,0.2409946620464325,0.923828125
27,0.2673724591732025,0.91015625
28,0.25589409470558167,0.9130859375
29,0.21595901250839233,0.927734375
30,0.22843490540981293,0.923828125
31,0.22918447852134705,0.923828125
32,0.23245379328727722,0.9248046875
33,0.23969261348247528,0.9208984375
34,0.2101977914571762,0.927734375
35,0.2497284710407257,0.91015625
36,0.23113809525966644,0.919921875
37,0.24992072582244873,0.9208984375
38,0.1994228959083557,0.93359375
39,0.21604162454605103,0.916015625
40,0.23926272988319397,0.923828125
41,0.22386208176612854,0.9248046875
42,0.2300090789794922,0.9228515625
43,0.23491865396499634,0.9208984375
44,0.2355780303478241,0.921875
45,0.24175643920898438,0.91796875
46,0.23402312397956848,0.921875
47,0.22585482895374298,0.923828125
48,0.206659197807312,0.9296875
49,0.22635632753372192,0.9228515625
50,0.20673824846744537,0.9326171875
51,0.2297261506319046,0.92578125
52,0.2104283571243286,0.9248046875
53,0.2356637418270111,0.9267578125
54,0.2387540340423584,0.91796875
55,0.2131710946559906,0.9228515625
56,0.21262888610363007,0.9326171875
57,0.2138313353061676,0.9296875
58,0.2242148071527481,0.931640625
59,0.19610123336315155,0.9326171875
60,0.20436352491378784,0.9345703125
61,0.2282702922821045,0.9189453125
62,0.2202402800321579,0.9287109375
63,0.24181300401687622,0.916015625
64,0.21396416425704956,0.9375
65,0.2006603479385376,0.931640625
66,0.17223340272903442,0.9345703125
67,0.18652842938899994,0.9287109375
68,0.18100780248641968,0.9384765625
69,0.21614554524421692,0.9296875
70,0.21637311577796936,0.92578125
71,0.20405079424381256,0.93359375
72,0.21308134496212006,0.927734375
73,0.19415660202503204,0.9365234375
74,0.222285658121109,0.927734375
75,0.22601200640201569,0.923828125
76,0.21847523748874664,0.9248046875
77,0.2059226930141449,0.923828125
78,0.18372657895088196,0.9345703125
79,0.2119264453649521,0.9326171875
80,0.21911275386810303,0.9228515625
81,0.2095274180173874,0.9189453125
82,0.17971715331077576,0.9384765625
83,0.17528271675109863,0.9384765625
84,0.17027337849140167,0.943359375
85,0.20503976941108704,0.9296875
86,0.20482200384140015,0.9287109375
87,0.21141088008880615,0.92578125
88,0.1983332633972168,0.9345703125
89,0.21608342230319977,0.9267578125
90,0.18516425788402557,0.9404296875
